id,book_id,author,title,average_rating,ratings_count,primary_genre,secondary_genre,tertiary_genre
4474,18079804,Sally Green,"Half Bad (The Half Bad Trilogy, #1)",3.8,26913,Fantasy,Young Adult,Fantasy
4475,53639,Nikos Kazantzakis,Zorba the Greek,4.1,15203,Fiction,Classics,Philosophy
4476,598117,William H. Armstrong,Sounder,3.96,24061,Classics,Fiction,Literature
4477,11337189,Lawrence M. Krauss,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.92,17204,Science,Nonfiction,Science
4478,1970449,Slash,Slash,3.96,17989,Music,Biography,Nonfiction
4479,6582637,Nalini Singh,"Archangel's Kiss (Guild Hunter, #2)",4.24,35843,Fantasy,Paranormal,Fantasy
4480,8475505,Rachel Hawkins,"Rebel Belle (Rebel Belle, #1)",3.88,30506,Young Adult,Fantasy,Romance
4481,32254,Tess Gerritsen,"The Mephisto Club (Rizzoli & Isles, #6)",4.01,23378,Mystery,Mystery,Crime
4482,73297,Francine Rivers,The Scarlet Thread ,4.14,21233,Christian Fiction,Fiction,Christian
4483,24814,Bill Watterson,It's a Magical World: A Calvin and Hobbes Collection,4.75,22351,Sequential Art,Comics,Humor
4484,12413836,Gene Luen Yang,"Avatar: The Last Airbender (The Promise, #1)",4.24,18771,Sequential Art,Graphic Novels,Sequential Art
4485,10033,Jean-Paul Sartre,Being and Nothingness,3.94,19897,Philosophy,Nonfiction,Classics
4486,1128437,Andrzej Sapkowski,"Miecz przeznaczenia (Saga o Wiedźminie, #2)",4.4,12909,Fantasy,Fiction,Short Stories
4487,27333,Rachel Carson,Silent Spring,3.94,24027,Nonfiction,Science,Environment
4488,13452375,Brandon Sanderson,"Legion (Legion, #1)",4.13,20291,Science Fiction,Fiction,Audiobook
4489,23215469,Holly Madison,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,3.4,13213,Nonfiction,Autobiography,Memoir
4490,10343389,James Patterson,Kill Alex Cross (Alex Cross #18),4,20206,Mystery,Fiction,Thriller
4491,18505784,Nadia Hashimi,The Pearl That Broke Its Shell,4.12,19016,Fiction,Historical,Historical Fiction
4492,7826116,Scott Westerfeld,"Behemoth (Leviathan, #2)",4.18,30049,Science Fiction,Steampunk,Young Adult
4493,72536,Martha Stout,The Sociopath Next Door,3.75,21550,Nonfiction,Psychology,Science
4494,79422,Brian K. Vaughan,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",4.22,23842,Sequential Art,Graphic Novels,Sequential Art
4495,3157876,Jeff Kinney,Do-It-Yourself Book (Diary of a Wimpy Kid),4.17,20534,Childrens,Fiction,Humor
4496,643301,Dan Brown,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",4.19,18711,Fiction,Mystery,Thriller
4497,261331,Jennifer Donnelly,"The Tea Rose (The Tea Rose, #1)",4.18,22448,Historical,Historical Fiction,Romance
4498,10381195,Ben Aaronovitch,"Moon Over Soho (Peter Grant, #2)",4.1,16566,Fantasy,Fantasy,Urban Fantasy
4499,17456328,Charles Belfoure,The Paris Architect,3.98,18925,Historical,Historical Fiction,Fiction
4500,12954620,Morgan Rhodes,"Falling Kingdoms (Falling Kingdoms, #1)",3.83,32623,Fantasy,Young Adult,Fantasy
4501,244383,Esther Hicks,Ask and It Is Given: Learning to Manifest Your Desires,4.18,17170,Spirituality,Self Help,Nonfiction
4502,7005479,Isabel Allende,Island Beneath the Sea,4.01,18864,Historical,Historical Fiction,Fiction
4503,99329,Henry Fielding,"The History of Tom Jones, a Foundling",3.73,24718,Classics,Fiction,Literature
4504,80176,Sherwood Anderson,"Winesburg, Ohio",3.84,20125,Fiction,Classics,Short Stories
4505,22717015,Jamie McGuire,"Beautiful Redemption (The Maddox Brothers, #2)",4.15,28845,Fantasy,Young Adult,Fantasy
4506,89656,Sue Grafton,"C is for Corpse  (Kinsey Millhone, #3)",3.87,29204,Mystery,Fiction,Mystery
4507,156533,Brian K. Vaughan,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",4.27,24606,Sequential Art,Graphic Novels,Comics
4508,15096,Joanne Harris,Five Quarters of the Orange,3.83,23332,Fiction,Historical,Historical Fiction
4509,63032,Roberto Bolaño,2666,4.2,15000,Fiction,Literature,Novels
4510,2748,Douglas Coupland,Microserfs,3.88,19516,Fiction,Humor,Contemporary
4511,15799936,Matthew Inman,How to Tell If Your Cat Is Plotting to Kill You,3.95,22994,Humor,Sequential Art,Graphic Novels
4512,93947,David Baldacci,"Simple Genius (Sean King & Michelle Maxwell, #3)",3.89,22171,Fiction,Mystery,Thriller
4513,14965,Anita Shreve,Light on Snow,3.56,22845,Fiction,Contemporary,Womens Fiction
4514,8960,Darren Shan,"Vampire Mountain (Cirque Du Freak, #4)",4.16,23847,Fantasy,Young Adult,Horror
4515,14185,Philip K. Dick,The Three Stigmata of Palmer Eldritch,4.01,20140,Fiction,Science Fiction,Fantasy
4516,23128304,Haruki Murakami,The Strange Library,3.55,18806,Fiction,Fantasy,Short Stories
4517,9598,Kurt Vonnegut Jr.,Deadeye Dick,3.8,19212,Fiction,Classics,Humor
4518,8579016,Rhonda Byrne,"The Power (The Secret, #2)",4.09,16917,Nonfiction,Self Help,Psychology
4519,181886,Diana L. Paxson,"Ancestors of Avalon (Avalon, #5)",3.89,21408,Fantasy,Fiction,Historical
4520,398323,Per Petterson,Out Stealing Horses,3.79,19199,Fiction,Historical,Historical Fiction
4521,51078,Doug Moench,"Batman: Knightfall, Vol. 1: Broken Bat",4.08,18298,Sequential Art,Comics,Sequential Art
4522,25451555,Brian K. Vaughan,"Saga, Vol. 5 (Saga, #5)",4.44,29429,Sequential Art,Manga,Historical
4523,206196,Brad Thor,"The Lions of Lucerne (Scot Harvath, #1)",4.04,18770,Thriller,Fiction,Mystery
4524,102733,Stephen King,One Past Midnight: The Langoliers,3.82,22326,Horror,Fiction,Science Fiction
4525,13164526,Elizabeth George Speare,The Sign of the Beaver,3.77,20450,Historical,Historical Fiction,Fiction
4526,46227,John Fante,"Ask the Dust (Arturo Bandini, #3)",4.14,16226,Fiction,Classics,Novels
4527,470495,Rick Bragg,All Over But the Shoutin',4.09,21072,Autobiography,Memoir,Nonfiction
4528,32433,Leigh Nichols,The Key to Midnight,3.93,22578,Horror,Fiction,Thriller
4529,13554713,Philip Pullman,Fairy Tales from the Brothers Grimm: A New English Version,4.11,17219,Fantasy,Fiction,Classics
4530,43886,Terry Goodkind,"Debt of Bones (Sword of Truth, #0.5)",3.85,23279,Fantasy,Fiction,Fantasy
4531,26114,Milan Kundera,The Joke,3.99,16464,Sequential Art,Comics,Sequential Art
4532,12326627,Philippa Gregory,"The White Princess (The Plantagenet and Tudor Novels, #5)",3.85,22584,Historical,Historical Fiction,Historical
4533,377425,Stephen Coonts,Flight of the Intruder (Jake Grafton #1),4.04,21765,Fiction,Thriller,War
4534,11313,Susan Cooper,"Silver on the Tree (The Dark is Rising, #5)",4.16,25818,Fantasy,Young Adult,Fiction
4535,225774,Enid Bagnold,National Velvet,4.09,22682,Classics,Fiction,Animals
4536,211099,Richard Branson,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.97,26225,Business,Biography,Nonfiction
4537,1591,Aristophanes,Lysistrata,3.84,25758,Classics,Plays,Drama
4538,5983057,Elizabeth Kostova,The Swan Thieves,3.53,23399,Fiction,Historical,Historical Fiction
4539,12444166,Karen Marie Moning,"Iced (Fever, #6)",4.13,28890,Fantasy,Fiction,Fantasy
4540,15062217,Peter Clines,14,3.92,20011,Fantasy,Fiction,Fantasy
4541,9165406,Gary D. Schmidt,Okay for Now,4.19,24254,Young Adult,Historical,Historical Fiction
4542,85957,Tim LaHaye,"Assassins (Left Behind, #6)",3.98,24143,Fantasy,Young Adult,Romance
4543,13521459,Joe Abercrombie,"Red Country (First Law World, #6)",4.27,19926,Fantasy,Fiction,Westerns
4544,85443,Pat Conroy,The Lords of Discipline,4.28,19050,Fiction,Historical,Historical Fiction
4545,13202092,Scott Jurek,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,3.95,17376,Nonfiction,Sports,Sports
4546,7093222,Karin Slaughter,"Broken (Will Trent, #4)",4.2,22244,Fantasy,Fiction,Science Fiction
4547,18656006,Elin Hilderbrand,The Matchmaker,3.82,19094,Fiction,Womens Fiction,Chick Lit
4548,50930,Tim LaHaye,"The Mark (Left Behind, #8)",4.02,21668,Fantasy,Fantasy,Mythology
4549,2113410,Marisa de los Santos,Belong to Me,3.84,22521,Fiction,Contemporary,Adult
4550,49006,Erin Hunter,"The Darkest Hour (Warriors, #6)",4.52,26949,Fantasy,Animals,Fiction
4551,57727,James Ellroy,"L.A. Confidential (L.A. Quartet, #3)",4.2,21511,Fiction,Mystery,Crime
4552,16045144,Louise Penny,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",4.18,16170,Mystery,Fiction,Audiobook
4553,616678,David Eddings,"The Diamond Throne (The Elenium, #1)",3.93,26150,Fantasy,Fiction,Fantasy
4554,133765,Joss Whedon,"Those Left Behind (Serenity, #1)",4.04,23220,Sequential Art,Graphic Novels,Sequential Art
4555,63461,Larry McMurtry,Terms of Endearment,4.15,21352,Fiction,Classics,Romance
4556,17332310,Sherrilyn Kenyon,"Kiss of the Night (Dark-Hunter, #4)",4.24,21022,Romance,Paranormal Romance,Fantasy
4557,474634,Madeleine Wickham,The Wedding Girl,3.47,20501,Womens Fiction,Chick Lit,Fiction
4558,281512,Max Lucado,He Chose the Nails,4.37,19028,Christian,Nonfiction,Religion
4559,8069535,Carrie Jones,"Entice (Need, #3)",4.03,28584,Young Adult,Fantasy,Fantasy
4560,3764,Ian Fleming,"From Russia With Love (James Bond, #5)",3.88,19802,Fiction,Thriller,Spy Thriller
4561,24731,T.C. Boyle,The Tortilla Curtain,3.64,20921,Fiction,Contemporary,Book Club
4562,6368611,Melissa Marr,"Darkest Mercy (Wicked Lovely, #5)",4.11,29069,Young Adult,Fantasy,Fantasy
4563,27209486,Emma Straub,Modern Lovers,3.45,20453,Fiction,Contemporary,Womens Fiction
4564,13624367,R.L. Mathewson,"Checkmate (Neighbor from Hell, #3)",4.15,38343,Romance,Contemporary,Adult
4565,34534,Terry Pratchett,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",4.04,24279,Fantasy,Fiction,Young Adult
4566,771332,Eugene B. Sledge,With the Old Breed: At Peleliu and Okinawa,4.4,16952,History,Nonfiction,War
4567,42369,Eleanor Estes,The Hundred Dresses,4.07,26136,Childrens,Fiction,Classics
4568,13481275,Sarah Addison Allen,"Lost Lake (Lost Lake, #1)",3.85,24271,Fiction,Magical Realism,Fantasy
4569,25208536,Meredith Wild,"Hardwired (Hacker, #1)",4.07,9235,Romance,Adult Fiction,Erotica
4570,15705011,Tracy Chevalier,The Last Runaway,3.78,20997,Historical,Historical Fiction,Fiction
4571,345299,Steven Erikson,"Midnight Tides (The Malazan Book of the Fallen, #5)",4.34,20725,Fantasy,Fantasy,Epic Fantasy
4572,17332969,Kass Morgan,"The 100 (The 100, #1)",3.56,26762,Young Adult,Science Fiction,Dystopia
4573,9666812,Alexandra Adornetto,"Hades (Halo, #2)",3.97,27679,Fantasy,Fantasy,Mythology
4574,156530,Brian K. Vaughan,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",4.22,24954,Sequential Art,Graphic Novels,Comics
4575,867248,Karma Wilson,Bear Snores On,4.25,24556,Childrens,Picture Books,Childrens
4576,30253864,Lauren Graham,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",4.04,30471,Nonfiction,Autobiography,Memoir
4577,317282,Gabrielle Zevin,Memoirs of a Teenage Amnesiac,3.7,28373,Young Adult,Contemporary,Romance
4578,7983,Brian Jacques,"Salamandastron (Redwall, #5)",4.05,23723,Fantasy,Fiction,Young Adult
4579,43805,Anne Rice,Servant of the Bones,3.7,24324,Horror,Fantasy,Fiction
4580,283494,Holly Black,"Ironside (Modern Faerie Tales, #3)",4.04,29416,Fantasy,Young Adult,Fantasy
4581,4932435,Melina Marchetta,"Finnikin of the Rock (Lumatere Chronicles, #1)",3.93,29401,Fantasy,Young Adult,Romance
4582,32650,Thomas Hardy,The Return of the Native  ,3.84,24957,Classics,Fiction,Literature
4583,11660590,Michael Crichton,Micro,3.38,19460,Fiction,Science Fiction,Thriller
4584,10037,Jean-Paul Sartre,No Exit and Three Other Plays,4.09,21841,Plays,Philosophy,Fiction
4585,46656,Greg Bear,Foundation and Chaos (Second Foundation Trilogy #2),4.14,21137,Science Fiction,Fiction,Science Fiction Fantasy
4586,3832,P.D. James,Cover Her Face (Adam Dalgliesh #1),3.94,22941,Mystery,Fiction,Mystery
4587,8581936,Kiersten White,"Supernaturally (Paranormalcy, #2)",3.92,32807,Young Adult,Fantasy,Paranormal
4588,92855,Terry Brooks,"First King of Shannara (The Original Shannara Trilogy, #0)",3.94,22623,Fantasy,Fiction,Fantasy
4589,7945049,Louise Penny,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",4.33,22391,Mystery,Fiction,Cultural
4590,84785,Michael Connelly,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",3.91,21154,Mystery,Fiction,Mystery
4591,6604887,منى المرشود,أنت لي,4.03,15108,Novels,Romance,Fiction
4592,90192,Nathaniel Hawthorne,The House of the Seven Gables,3.45,23797,Classics,Fiction,Gothic
4593,295086,Erin Hunter,"Rising Storm (Warriors, #4)",4.38,27260,Fiction,Thriller,War
4594,31845516,Glennon Doyle Melton,Love Warrior,4.1,20094,Autobiography,Memoir,Nonfiction
4595,6449551,Louise Penny,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",4.23,21381,Mystery,Fiction,Audiobook
4596,11337912,Richard Paul Evans,"The Prisoner of Cell 25 (Michael Vey, #1)",4.19,24672,Young Adult,Science Fiction,Fantasy
4597,318742,W.E.B. Du Bois,The Souls of Black Folk,4.24,20355,Nonfiction,History,Classics
4598,45220,Hannah  Green,I Never Promised You a Rose Garden,3.85,22420,Fiction,Psychology,Young Adult
4599,8069828,Cinda Williams Chima,"The Crimson Crown (Seven Realms, #4)",4.48,27279,Fantasy,Young Adult,Fantasy
4600,6080822,Elin Hilderbrand,The Castaways,3.69,21491,Fiction,Womens Fiction,Chick Lit
4601,25690958,Shonda Rhimes,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",4.05,25816,Nonfiction,Autobiography,Memoir
4602,275,Marguerite Duras,The Lover,3.76,18947,Fiction,Historical,Historical Fiction
4603,13350,Christopher Paolini,"Eragon & Eldest (Inheritance, #1-2)",4.27,21181,Fantasy,Young Adult,Fiction
4604,16033909,Maya Banks,"Burn (Breathless, #3)",4.01,30693,Young Adult,Paranormal,Vampires
4605,3690,Graham Greene,The Power and the Glory,3.99,21315,Fiction,Classics,Literature
4606,24790,Isabel Allende,Paula,4.07,19852,Fiction,Mystery,Thriller
4607,20575411,Marilynne Robinson,"Lila (Gilead, #3)",3.9,14894,Young Adult,Fantasy,Paranormal
4608,34988,Terry Brooks,"The Scions of Shannara (Heritage of Shannara, #1)",3.97,23501,Fantasy,Fiction,Science Fiction Fantasy
4609,28940,Kate Atkinson,Behind the Scenes at the Museum,3.94,21844,Fiction,Historical,Historical Fiction
4610,26192646,Stephanie Danler,Sweetbitter,3.28,21709,Fiction,Contemporary,Food and Drink
4611,110384,Julia Quinn,"Romancing Mister Bridgerton (Bridgertons, #4)",4.2,31652,Romance,Romance,Historical Romance
4612,89755,Edward Bloor,Tangerine,3.61,23053,Fiction,Historical,Historical Fiction
4613,33547,Richard Matheson,Hell House,3.81,22644,Horror,Fiction,Fantasy
4614,3648,Claire Messud,The Emperor's Children,2.93,15362,Fiction,Contemporary,Novels
4615,23281906,Nora Roberts,The Liar,3.95,16326,Autobiography,Memoir,Nonfiction
4616,32530,Lisa Gardner,"The Third Victim (Quincy & Rainie, #2)",4.16,21790,Mystery,Thriller,Suspense
4617,29154543,Michael Connelly,"The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)",4.36,13351,Mystery,Fiction,Mystery
4618,8045080,David Baldacci,"Hell's Corner (Camel Club, #5)",4.1,19003,Fiction,Thriller,Mystery
4619,114206,Nora Roberts,"Key of Valor (Key Trilogy, #3)",4.1,27228,Romance,Fantasy,Fantasy
4620,781182,Bryan Burrough,Barbarians at the Gate: The Fall of RJR Nabisco,4.22,19176,Business,Nonfiction,Economics
4621,20706284,Ann Leckie,"Ancillary Sword (Imperial Radch, #2)",4.03,19265,Science Fiction,Fiction,Space
4622,17689,David Fishelson,Franz Kafka's The Castle (Dramatization),4.07,22321,Fiction,Classics,Literature
4623,18108877,Rysa Walker,"Timebound (The Chronos Files, #1)",3.87,22031,Science Fiction,Time Travel,Young Adult
4624,9591398,Catherynne M. Valente,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",3.97,25551,Fantasy,Young Adult,Childrens
4625,22847270,Denise Grover Swank,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",3.9,11006,Mystery,Romance,Fiction
4626,14781501,James Patterson,"NYPD Red (NYPD Red, #1)",3.9,19252,Mystery,Fiction,Thriller
4627,30068,Douglas Preston,"The Book of the Dead (Pendergast, #7; Diogenes, #3)",4.13,22985,Thriller,Mystery,Fiction
4628,14897790,Timur Vermes,Er ist wieder da,3.44,9472,Fiction,Humor,European Literature
4629,12617758,Chris Pavone,The Expats,3.42,20548,Fiction,Mystery,Thriller
4630,128752,Kathy Reichs,"Bare Bones (Temperance Brennan, #6)",3.95,26419,Mystery,Mystery,Crime
4631,16131025,Elin Hilderbrand,Beautiful Day,3.75,19563,Fiction,Womens Fiction,Chick Lit
4632,85958,Tim LaHaye,"The Indwelling (Left Behind, #7)",3.97,21855,Christian Fiction,Fiction,Christian
4633,206682,Jeff Lindsay,"Dexter in the Dark (Dexter, #3)",3.49,22484,Fiction,Mystery,Thriller
4634,16634,Hermann Hesse,The Glass Bead Game,4.11,20198,Fiction,Classics,Philosophy
4635,13366259,Kevin Powers,The Yellow Birds,3.74,17858,Fiction,War,Historical
4636,85418,Harlan Coben,Just One Look,4,22664,Mystery,Thriller,Fiction
4637,16117804,Katie Ashley,"The Proposal (The Proposition, #2)",4.04,34169,Romance,Fiction,Contemporary
4638,48132,Gerald Durrell,"My Family and Other Animals (Corfu Trilogy, #1)",4.27,20057,Nonfiction,Autobiography,Memoir
4639,174403,Tawni O'Dell,Back Roads,3.72,21022,Nonfiction,Self Help,Psychology
4640,11449,Raymond Carver,Cathedral,4.3,18378,Short Stories,Fiction,Classics
4641,29363501,J.K. Rowling,Fantastic Beasts and Where to Find Them: The Original Screenplay,4.41,18290,Fantasy,Fiction,Young Adult
4642,11574,Stephen King,The Body,4.26,23127,Science Fiction,Fiction,Cultural
4643,1999475,Donald Miller,A Million Miles in a Thousand Years: What I Learned While Editing My Life,4.18,18963,Nonfiction,Autobiography,Memoir
4644,7992995,Alison Goodman,"Eona: The Last Dragoneye (Eon, #2)",4.12,29756,Fantasy,Young Adult,Fantasy
4645,14570,Louisa May Alcott,"Eight Cousins (Eight Cousins, #1)",4.02,27612,Classics,Fiction,Young Adult
4646,590552,Maurice Sendak,Chicken Soup with Rice: A Book of Months (The Nutshell Library),4.25,25523,Childrens,Picture Books,Childrens
4647,64862,Sue Grafton,"R is for Ricochet (Kinsey Millhone, #18)",3.96,24563,Mystery,Fiction,Mystery
4648,11947156,Quinn Loftis,"Prince of Wolves (The Grey Wolves, #1)",4.06,30137,Fantasy,Paranormal,Young Adult
4649,99296,Doreen Cronin,Diary of a Worm,4.19,23320,Childrens,Picture Books,Childrens
4650,222576,Susan Cooper,"The Grey King (The Dark Is Rising, #4)",4.18,28027,Fantasy,Young Adult,Fiction
4651,16071748,Kevin Hearne,"Hunted (The Iron Druid Chronicles, #6)",4.3,15613,Fantasy,Urban Fantasy,Fantasy
4652,15981894,Emily Snow,"Devoured (Devoured, #1)",3.94,33961,Romance,New Adult,Contemporary
4653,14905,Jane Austen,The Complete Novels,4.55,18828,Classics,Mystery,Fiction
4654,20697435,Michel Faber,The Book of Strange New Things,3.66,15189,Fiction,Science Fiction,Religion
4655,9266776,Claire LaZebnik,Epic Fail,3.73,29207,Young Adult,Romance,Contemporary
4656,30240,Laurell K. Hamilton,"A Caress of Twilight (Merry Gentry, #2)",4.05,29980,Fantasy,Fantasy,Urban Fantasy
4657,376514,Richard Condon,The Manchurian Candidate (Movie Tie-In Edition),4.09,19205,Fiction,Thriller,Classics
4658,37737,Judy Blume,"Fudge-a-Mania (Fudge, #4)",3.99,23833,Childrens,Fiction,Childrens
4659,11946245,James Patterson,"Nevermore (Maximum Ride, #8)",3.88,27982,Young Adult,Fantasy,Science Fiction
4660,12540,Anne Lamott,Operating Instructions: A Journal of My Son's First Year,4.18,19466,Autobiography,Memoir,Parenting
4661,61663,Carl Sagan,Pale Blue Dot: A Vision of the Human Future in Space,4.32,19834,Science,Nonfiction,Space
4662,17449417,Abbi Glines,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",4.25,35952,Romance,New Adult,Contemporary
4663,64081,Shane Claiborne,The Irresistible Revolution: Living as an Ordinary Radical,4.07,18566,Christian,Nonfiction,Religion
4664,2251306,John Medina,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",4,19172,Nonfiction,Psychology,Science
4665,215539,D.J. MacHale,"The Pilgrims of Rayne (Pendragon, #8)",4.14,21540,Fantasy,Young Adult,Fiction
4666,7347109,Richard C. Morais,The Hundred-Foot Journey,3.54,17275,Fiction,Food and Drink,Food
4667,8435445,Anthony Horowitz,Scorpia Rising (Alex Rider #9),4.29,23268,Young Adult,Adventure,Fiction
4668,7150178,Lincoln Peirce,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",4.16,20612,Sequential Art,Graphic Novels,Humor
4669,3474186,Meg Cabot,"Forever Princess (The Princess Diaries, #10)",4.08,28127,Young Adult,Romance,Contemporary
4670,519112,Tim Burton,The Melancholy Death of Oyster Boy and Other Stories,4.13,19773,Poetry,Fiction,Short Stories
4671,5186,Edwidge Danticat,"Breath, Eyes, Memory",3.86,22123,Fiction,Historical,Historical Fiction
4672,12395,Louis-Ferdinand Céline,Journey to the End of the Night,4.25,17388,Fiction,Classics,Cultural
4673,4527502,Michael Connelly,"The Scarecrow (Jack McEvoy, #2)",4.03,22084,Mystery,Fiction,Thriller
4674,16130537,Matt Haig,The Humans,4.07,16955,Science Fiction,Fiction,Fantasy
4675,6566616,Anthony Horowitz,"Crocodile Tears (Alex Rider, #8)",4.18,23068,Young Adult,Adventure,Fiction
4676,3692091,Essam Youssef,1/4 جرام,4.02,15919,Novels,Fiction,Literature
4677,15797975,Shaunti Feldhahn,For Women Only: What You Need to Know about the Inner Lives of Men,4.06,15385,Nonfiction,Marriage,Christian
4678,21362,Dean Koontz,"Seize the Night (Moonlight Bay, #2)",4.07,21376,Romance,Paranormal Romance,Fantasy
4679,38568,Lynsay Sands,A Quick Bite (Argeneau #1),3.91,31557,Romance,Paranormal,Vampires
4680,248682,Nora Roberts,"Key of Knowledge (Key Trilogy, #2)",4.09,26416,Romance,Fantasy,Fantasy
4681,144790,Matthew Reilly,"Ice Station (Shane Schofield, #1)",4.1,20605,Thriller,Fiction,Action
4682,825508,Ken Follett,A Dangerous Fortune,3.99,18219,Historical,Historical Fiction,Fiction
4683,27001,Jasper Fforde,The Well of Lost Plots (Thursday Next #3),4.09,28332,Fantasy,Fiction,Mystery
4684,25698,Adam Smith,The Wealth of Nations,3.87,17180,Economics,Nonfiction,Philosophy
4685,12872236,Richard Ford,Canada,3.49,18396,Fiction,Cultural,Canada
4686,6628,Jasper Fforde,"The Big Over Easy (Nursery Crime, #1)",3.92,24870,Humor,Fantasy,Mystery
4687,519048,Holly Black,"The Seeing Stone (The Spiderwick Chronicles, #2)",3.87,29213,Fantasy,Childrens,Childrens
4688,542389,Antony Beevor,"Stalingrad: The Fateful Siege, 1942–1943",4.29,18920,History,Nonfiction,War
4689,6419566,Kyousuke Motomi,"Beast Master, Vol. 1 (Beast Master, #1)",4.21,21692,Sequential Art,Manga,Romance
4690,191170,Doreen Cronin,"Giggle, Giggle, Quack",4.19,22402,Childrens,Picture Books,Childrens
4691,1624,Beryl Markham,West with the Night,4.18,19738,Nonfiction,Autobiography,Memoir
4692,2475251,Steven Galloway,The Cellist of Sarajevo,4.02,20403,Fiction,Historical,Historical Fiction
4693,4066312,Lisa Kleypas,"Smooth Talking Stranger (Travises, #3)",4.17,28858,Romance,Romance,Contemporary Romance
4694,9972053,Betty White,If You Ask Me (And of Course You Won't),3.65,22405,Nonfiction,Biography,Autobiography
4695,31862,René Descartes,Discourse on Method and Meditations on First Philosophy,3.67,20522,Philosophy,Nonfiction,Classics
4696,5739373,Daniel Silva,"The Defector (Gabriel Allon, #9)",4.28,18927,Fiction,Thriller,Mystery
4697,12758317,John Irving,In One Person,3.65,18561,Fiction,LGBT,Literary Fiction
4698,433533,L.M. Montgomery,"Rilla of Ingleside (Anne of Green Gables, #8)",4.16,29277,Classics,Fiction,Young Adult
4699,68143,James Surowiecki,The Wisdom of Crowds,3.8,18457,Nonfiction,Business,Psychology
4700,39033,Douglas Preston,"Still Life With Crows (Pendergast, #4)",4.18,22493,Thriller,Mystery,Fiction
4701,397860,James Herbert,The Fog,3.87,19322,Horror,Fiction,Thriller
4702,8676,Anthony Robbins,Unlimited Power : The New Science Of Personal Achievement,4.21,18588,Self Help,Self Help,Personal Development
4703,7122034,Douglas Preston,"Fever Dream (Pendergast, #10)",4.09,21634,Mystery,Thriller,Fiction
4704,11395597,Jeanette Winterson,Why Be Happy When You Could Be Normal?,3.94,19537,Autobiography,Memoir,Nonfiction
4705,10193062,Ann Aguirre,"Outpost (Razorland, #2)",4.12,25650,Science Fiction,Dystopia,Young Adult
4706,18594409,Roz Chast,Can't We Talk about Something More Pleasant?,4.1,19118,Sequential Art,Graphic Novels,Autobiography
4707,37847,Marilyn Manson,The Long Hard Road Out of Hell,3.88,19011,Nonfiction,Music,Biography
4708,9832370,BookRags,BookRags Summary:  A Storm of Swords,4.59,18960,Fantasy,Fiction,Science Fiction Fantasy
4709,372638,Bernard Waber,"Lyle, Lyle, Crocodile",4.13,24284,Childrens,Picture Books,Childrens
4710,10874177,Gail Carriger,"Etiquette & Espionage (Finishing School, #1)",3.79,29821,Science Fiction,Steampunk,Young Adult
4711,3018539,José Saramago,Death With Interruptions,3.97,12984,Fiction,Fantasy,Magical Realism
4712,58889,Tamora Pierce,"Sandry's Book (Circle of Magic, #1)",3.99,30169,Fantasy,Young Adult,Fiction
4713,16431,Dean Koontz,Sole Survivor,3.77,21203,Horror,Fiction,Thriller
4714,27406704,Fredrik Backman,Britt-Marie Was Here,4.07,21737,Fiction,Contemporary,Audiobook
4715,44361,Rob Bell,Velvet Elvis: Repainting the Christian Faith,3.77,18071,Christian,Nonfiction,Religion
4716,210834,Rudyard Kipling,Kim,3.72,23349,Classics,Fiction,Cultural
4717,508413,Beverly  Lewis,"The Shunning (The Heritage of Lancaster County, #1)",4.13,20379,Christian Fiction,Amish,Fiction
4718,15711341,Anne Bishop,"Written in Red (The Others, #1)",4.29,29502,Fantasy,Fantasy,Urban Fantasy
4719,77378,Nicholas Meyer,The Seven-Percent Solution,4.14,19334,Mystery,Fiction,Historical
4720,319644,Suzanne Collins,"Gregor and the Marks of Secret (Underland Chronicles, #4)",4.21,23727,Fantasy,Young Adult,Fiction
4721,3116205,Timothy J. Keller,The Prodigal God: Recovering the Heart of the Christian Faith,4.39,20087,Christian,Religion,Theology
4722,44255,Peter Mayle,Toujours Provence,4,21873,Travel,Nonfiction,Cultural
